last_name,first_name,birthday,gender,type,state,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Youmans,Henry,1832-05-15,M,rep,MI,Democrat,,,,,,,,,,,Y000027,,,,,411961,,,,10434,Henry M. Youmans
Hill,David,1843-08-29,M,sen,NY,Democrat,,,,,,,,,,,H000590,,,,,405452,,,,4408,David B. Hill
Hunton,Eppa,1822-09-22,,sen,VA,Democrat,,,,,,,,,,,H000999,,,,,405839,,,,4770,
Mills,Roger,1832-03-30,M,sen,TX,Democrat,,,,,,,,,,,M000777,,,,,407755,,,,6531,Roger Q. Mills
Perkins,Bishop,1841-10-18,,sen,KS,Republican,,,,,,,,,,,P000228,,,,,408631,,,,7342,Bishop W. Perkins
Adams,Silas,1839-02-09,,rep,KY,Republican,,,,,,,,,,,A000047,,,,,400708,,,,40,Silas Adams
Alderson,John,1854-11-29,M,rep,WV,Democrat,,,,,,,,,,,A000080,,,,,400739,,,,68,
Alexander,Sydenham,1840-12-08,,rep,NC,Democrat,,,,,,,,,,,A000102,,,,,400760,,,,90,Sydenham Benoni Alexander
Arnold,Marshall,1845-10-21,,rep,MO,Democrat,,,,,,,,,,,A000292,,,,,400934,,,,244,Marshall Arnold
Baldwin,Melvin,1838-04-12,,rep,MN,Democrat,,,,,,,,,,,B000094,,,,,401096,,,,389,Melvin Baldwin
Barnes,Lyman,1855-06-30,,rep,WI,Democrat,,,,,,,,,,,B000159,,,,,401161,,,,449,Lyman E. Barnes
Barwig,Charles,1837-03-19,M,rep,WI,Democrat,,,,,,,,,,,B000218,,,,,401215,,,,500,Charles Barwig
Beckner,William,1841-06-19,M,rep,KY,Democrat,,,,,,,,,,,B000294,,,,,401287,,,,565,William M. Beckner
Beltzhoover,Frank,1841-11-06,M,rep,PA,Democrat,,,,,,,,,,,B000355,,,,,401347,,,,620,Frank Eckels Beltzhoover
Black,John,1839-01-27,M,rep,IL,Democrat,,,,,,,,,,,B000504,,,,,401483,,,,748,
Blair,Henry,1834-12-06,M,rep,NH,Republican,,,,,,,,,,,B000524,,,,,401500,,,,765,Henry W. Blair
Boen,Haldor,1851-01-02,,rep,MN,Populist,,,,,,,,,,,B000590,,,,,401558,,,,821,Haldor Boen
Bower,William,1850-06-06,M,rep,NC,Democrat,,,,,,,,,,,B000688,,,,,401650,,,,902,
Branch,William,1847-02-26,M,rep,NC,Democrat,,,,,,,,,,,B000765,,,,,401724,,,,974,William A. B. Branch
Bratton,Robert,1845-05-13,M,rep,MD,Democrat,,,,,,,,,,,B000773,,,,,401732,,,,981,Robert Franklin Bratton
Brawley,William,1841-05-13,M,rep,SC,Democrat,,,,,,,,,,,B000775,,,,,401734,,,,983,William H. Brawley
Breckinridge,Clifton,1846-11-22,,rep,AR,Democrat,,,,,,,,,,,B000784,,,,,401742,,,,991,Clifton R. Breckinridge
Breckinridge,William,1837-08-28,M,rep,KY,Democrat,,,,,,,,,,,B000790,,,,,401747,,,,996,
Bretz,John,1852-09-21,M,rep,IN,Democrat,,,,,,,,,,,B000807,,,,,401764,,,,1012,John L. Bretz
Brickner,George,1834-01-21,M,rep,WI,Democrat,,,,,,,,,,,B000821,,,,,401778,,,,1025,
Brookshire,Elijah,1856-08-15,M,rep,IN,Democrat,,,,,,,,,,,B000886,,,,,401843,,,,1083,Elijah V. Brookshire
Brown,Jason,1839-02-26,,rep,IN,Democrat,,,,,,,,,,,B000924,,,,,401879,,,,1114,Jason B. Brown
Bryan,William,1860-03-19,M,rep,NE,Democrat,,,,,,,,,,,B000995,,,,,401946,,,,1179,William Jennings Bryan
Bundy,Hezekiah,1817-08-15,,rep,OH,Republican,,,,,,,,,,,B001059,,,,,402006,,,,1237,Hezekiah S. Bundy
Bunn,Benjamin,1844-10-19,M,rep,NC,Democrat,,,,,,,,,,,B001062,,,,,402009,,,,1240,Benjamin H. Bunn
Burnes,Daniel,1851-01-04,M,rep,MO,Democrat,,,,,,,,,,,B001115,,,,,402060,,,,1285,Daniel Dee Burnes
Bynum,William,1846-06-26,M,rep,IN,Democrat,,,,,,,,,,,B001205,,,,,402146,,,,1363,William D. Bynum
Cabaniss,Thomas,1835-08-31,M,rep,GA,Democrat,,,,,,,,,,,C000001,,,,,402163,,,,1377,Thomas Banks Cabaniss
Cadmus,Cornelius,1844-10-07,M,rep,NJ,Democrat,,,,,,,,,,,C000010,,,,,402172,,,,1385,Cornelius A. Cadmus
Caldwell,John,1852-04-21,M,rep,OH,Republican,,,,,,,,,,,C000034,,,,,402195,,,,1408,John A. Caldwell
Camden,Johnson,1828-03-06,,sen,WV,Democrat,,,,,,,,,,,C000062,,,,,402220,,,,1432,Johnson N. Camden
Caminetti,Anthony,1854-07-30,M,rep,CA,Democrat,,,,,,,,,,,C000069,,,,,402227,,,,1438,
Campbell,Timothy,1840-01-08,M,rep,NY,Democrat,,,,,,,,,,,C000103,,,,,402256,,,,1467,Timothy J. Campbell
Cannon,Marion,1834-10-30,,rep,CA,Populist,,,,,,,,,,,C000122,,,,,402273,,,,1484,Marion Cannon
Capehart,James,1847-03-07,M,rep,WV,Democrat,,,,,,,,,,,C000129,,,,,402279,,,,1490,
Caruth,Asher,1844-02-07,,rep,KY,Democrat,,,,,,,,,,,C000208,,,,,402354,,,,1557,Asher G. Caruth
Causey,John,1841-09-19,M,rep,DE,Democrat,,,,,,,,,,,C000257,,,,,402401,,,,1605,
Childs,Robert,1845-03-22,M,rep,IL,Republican,,,,,,,,,,,C000354,,,,,402493,,,,1692,Robert A. Childs
Chipman,John,1830-06-05,M,rep,MI,Democrat,,,,,,,,,,,C000367,,,,,402506,,,,1704,John Logan Chipman
Clancy,John,1837-05-07,M,rep,NY,Democrat,,,,,,,,,,,C000410,,,,,402549,,,,1742,John Michael Clancy
Coffeen,Henry,1841-02-14,M,rep,WY,Democrat,,,,,,,,,,,C000585,,,,,402714,,,,1900,Henry A. Coffeen
Compton,Barnes,1830-11-16,,rep,MD,Democrat,,,,,,,,,,,C000660,,,,,402787,,,,1965,Barnes Compton
Conn,Charles,1844-01-29,M,rep,IN,Democrat,,,,,,,,,,,C000683,,,,,402809,,,,1985,Charles G. Conn
Coombs,William,1833-12-24,M,rep,NY,Democrat,,,,,,,,,,,C000742,,,,,402863,,,,2037,William J. Coombs
Cooper,George,1851-05-21,M,rep,IN,Democrat,,,,,,,,,,,C000750,,,,,402871,,,,2045,George W. Cooper
Cornish,Johnston,1858-06-13,,rep,NJ,Democrat,,,,,,,,,,,C000786,,,,,402906,,,,2075,Johnston Cornish
Covert,James,1842-09-02,M,rep,NY,Democrat,,,,,,,,,,,C000814,,,,,402932,,,,2096,James W. Covert
Davis,John,1826-08-09,M,rep,KS,Populist,,,,,,,,,,,D000115,,,,,403252,,,,2396,John Davis (Kansas politician)
De Forest,Robert,1845-02-20,M,rep,CT,Democrat,,,,,,,,,,,D000190,,,,,403302,,,,2462,Robert E. De Forest
Denson,William,1846-03-04,M,rep,AL,Democrat,,,,,,,,,,,D000253,,,,,403391,,,,2511,William Henry Denson
Donovan,Dennis,1859-01-31,,rep,OH,Democrat,,,,,,,,,,,D000420,,,,,403533,,,,2661,Dennis D. Donovan
Dunn,John,1838-06-04,M,rep,NJ,Democrat,,,,,,,,,,,D000550,,,,,403657,,,,2773,
Dunphy,Edward,1856-05-12,M,rep,NY,Democrat,,,,,,,,,,,D000556,,,,,403663,,,,2779,
Durborow,Allan,1857-11-10,,rep,IL,Democrat,,,,,,,,,,,D000564,,,,,403667,,,,2785,"Allan C. Durborow, Jr."
Edmunds,Paul,1836-11-01,M,rep,VA,Democrat,,,,,,,,,,,E000057,,,,,403752,,,,2856,Paul C. Edmunds
Ellis,William,1845-07-24,M,rep,KY,Democrat,,,,,,,,,,,E000139,,,,,403830,,,,2928,William Thomas Ellis
English,Thomas,1819-06-29,M,rep,NJ,Democrat,,,,,,,,,,,E000188,,,,,403876,,,,2969,Thomas Dunn English
English,Warren,1840-05-01,M,rep,CA,Democrat,,,,,,,,,,,E000189,,,,,403877,,,,2970,Warren B. English
Enloe,Benjamin,1848-01-18,M,rep,TN,Democrat,,,,,,,,,,,E000192,,,,,403880,,,,2973,Benjamin A. Enloe
Enochs,William,1842-03-29,M,rep,OH,Republican,,,,,,,,,,,E000193,,,,,403881,,,,2974,William H. Enochs
Epes,James,1842-05-23,M,rep,VA,Democrat,,,,,,,,,,,E000195,,,,,403882,,,,2975,James F. Epes
Everett,William,1839-10-10,M,rep,MA,Democrat,,,,,,,,,,,E000269,,,,,403948,,,,3030,William Everett
Faulkner,Charles,1847-09-21,M,sen,WV,Democrat,,,,,,,,,,,F000045,,,,,404005,,,,3081,
Fellows,John,1832-07-29,M,rep,NY,Democrat,,,,,,,,,,,F000067,,,,,404025,,,,3097,John R. Fellows
Fielder,George,1842-07-24,M,rep,NJ,Democrat,,,,,,,,,,,F000109,,,,,404066,,,,3136,George Bragg Fielder
Fitch,Ashbel,1848-10-08,,rep,NY,Democrat,,,,,,,,,,,F000157,,,,,404112,,,,3176,Ashbel P. Fitch
Fithian,George,1854-07-04,M,rep,IL,Democrat,,,,,,,,,,,F000162,,,,,404117,,,,3180,George W. Fithian
Forman,William,1847-01-20,M,rep,IL,Democrat,,,,,,,,,,,F000275,,,,,404225,,,,3278,William St. John Forman
Funk,Benjamin,1838-10-17,M,rep,IL,Republican,,,,,,,,,,,F000427,,,,,404368,,,,3412,Benjamin F. Funk
Funston,Edward,1836-09-16,M,rep,KS,Republican,,,,,,,,,,,F000429,,,,,404370,,,,3414,Edward H. Funston
Fyan,Robert,1835-03-11,M,rep,MO,Democrat,,,,,,,,,,,F000436,,,,,404377,,,,3418,Robert Washington Fyan
Geary,Thomas,1854-01-18,M,rep,CA,Democrat,,,,,,,,,,,G000113,,,,,404485,,,,3520,Thomas J. Geary
Geissenhainer,Jacob,1839-08-28,M,rep,NJ,Democrat,,,,,,,,,,,G000119,,,,,404491,,,,3526,Jacob Augustus Geissenhainer
George,James,1826-10-20,M,sen,MS,Democrat,,,,,,,,,,,G000127,,,,,404497,,,,3532,James Z. George
Goldzier,Julius,1854-01-20,,rep,IL,Democrat,,,,,,,,,,,G000269,,,,,404631,,,,3659,Julius Goldzier
Goodnight,Isaac,1849-01-31,M,rep,KY,Democrat,,,,,,,,,,,G000292,,,,,404651,,,,3677,Isaac Goodnight
Gorman,James,1850-12-28,M,rep,MI,Democrat,,,,,,,,,,,G000328,,,,,404686,,,,3711,James S. Gorman
Grady,Benjamin,1831-10-10,M,rep,NC,Democrat,,,,,,,,,,,G000350,,,,,404706,,,,3729,
Graham,John,1835-04-01,M,rep,NY,Democrat,,,,,,,,,,,G000358,,,,,404713,,,,3736,John H. Graham
Gray,George,1840-05-04,M,sen,DE,Democrat,,,,,,,,,,,G000396,,,,,404746,,,,3765,
Gresham,Walter,1841-07-22,M,rep,TX,Democrat,,,,,,,,,,,G000452,,,,,404798,,,,3813,Walter Gresham (Texas politician)
Griffin,Levi,1837-05-23,,rep,MI,Democrat,,,,,,,,,,,G000463,,,,,404808,,,,3822,Levi T. Griffin
Haines,Charles,1856-06-09,M,rep,NY,Democrat,,,,,,,,,,,H000025,,,,,404910,,,,3913,
Hall,Osee,1847-09-10,,rep,MN,Democrat,,,,,,,,,,,H000065,,,,,404950,,,,3951,Osee M. Hall
Hammond,Thomas,1843-02-27,M,rep,IN,Democrat,,,,,,,,,,,H000134,,,,,405016,,,,4013,Thomas Hammond (politician)
Hare,Darius,1843-01-09,,rep,OH,Democrat,,,,,,,,,,,H000201,,,,,405081,,,,4068,Darius D. Hare
Harter,Michael,1846-04-06,M,rep,OH,Democrat,,,,,,,,,,,H000296,,,,,405169,,,,4153,Michael D. Harter
Hatch,William,1833-09-11,M,rep,MO,Democrat,,,,,,,,,,,H000339,,,,,405208,,,,4188,William H. Hatch
Haugen,Nils,1849-03-09,,rep,WI,Republican,,,,,,,,,,,H000351,,,,,405220,,,,4196,Nils P. Haugen
Hayes,Walter,1841-12-09,M,rep,IA,Democrat,,,,,,,,,,,H000394,,,,,405262,,,,4233,Walter I. Hayes
Heard,John,1840-10-29,M,rep,MO,Democrat,,,,,,,,,,,H000427,,,,,405293,,,,4265,John T. Heard
Henderson,John,1846-01-06,M,rep,NC,Democrat,,,,,,,,,,,H000485,,,,,405348,,,,4312,
Henderson,Thomas,1824-11-29,M,rep,IL,Republican,,,,,,,,,,,H000489,,,,,405352,,,,4316,Thomas J. Henderson (politician)
Hendrix,Joseph,1853-05-25,M,rep,NY,Democrat,,,,,,,,,,,H000496,,,,,405359,,,,4322,Joseph C. Hendrix
Henry,Winder,1864-12-20,,rep,MD,Democrat,,,,,,,,,,,H000521,,,,,405384,,,,4346,Winder Laird Henry
Hines,William,1856-03-15,M,rep,PA,Democrat,,,,,,,,,,,H000635,,,,,405491,,,,4447,William Henry Hines
Hopkins,Albert,1837-09-15,M,rep,PA,Republican,,,,,,,,,,,H000769,,,,,405619,,,,4563,Albert Cole Hopkins
Houk,George,1825-09-25,M,rep,OH,Democrat,,,,,,,,,,,H000816,,,,,405663,,,,4604,George W. Houk
Houk,John,1860-02-26,M,rep,TN,Republican,,,,,,,,,,,H000817,,,,,405664,,,,4605,John C. Houk
Hudson,Thomas,1839-10-30,M,rep,KS,Populist,,,,,,,,,,,H000909,,,,,405755,,,,4689,Thomas Jefferson Hudson
Ikirt,George,1852-11-03,M,rep,OH,Democrat,,,,,,,,,,,I000008,,,,,405870,,,,4797,George P. Ikirt
Izlar,James,1832-11-25,M,rep,SC,Democrat,,,,,,,,,,,I000054,,,,,405908,,,,4838,James F. Izlar
Johnson,Tom,1854-07-18,,rep,OH,Democrat,,,,,,,,,,,J000178,,,,,406073,,,,4994,
Jorden,Edwin,1863-08-30,M,rep,PA,Republican,,,,,,,,,,,J000270,,,,,406162,,,,5075,Edwin J. Jorden
Joseph,Antonio,1846-08-25,,rep,NM,Democrat,,,,,,,,,,,J000272,,,,,406164,,,,,Antonio Joseph (politician)
Kilgore,Constantine,1835-02-20,,rep,TX,Democrat,,,,,,,,,,,K000173,,,,,406336,,,,5237,Constantine B. Kilgore
Kribbs,George,1846-11-08,M,rep,PA,Democrat,,,,,,,,,,,K000330,,,,,406484,,,,5368,George Frederic Kribbs
Lane,Edward,1842-03-27,M,rep,IL,Democrat,,,,,,,,,,,L000058,,,,,406567,,,,5440,
Lapham,Oscar,1837-06-29,M,rep,RI,Democrat,,,,,,,,,,,L000093,,,,,406601,,,,5474,Oscar Lapham
Lilly,William,1821-06-03,M,rep,PA,Republican,,,,,,,,,,,L000312,,,,,406806,,,,5665,William Lilly (congressman)
Lisle,Marcus,1862-09-23,,rep,KY,Democrat,,,,,,,,,,,L000345,,,,,406837,,,,5695,Marcus C. Lisle
Lockwood,Daniel,1844-06-01,M,rep,NY,Democrat,,,,,,,,,,,L000392,,,,,406884,,,,5737,Daniel N. Lockwood
Lucas,William,1835-07-03,M,rep,SD,Republican,,,,,,,,,,,L000495,,,,,406982,,,,5825,
Lynch,Thomas,1844-11-21,M,rep,WI,Democrat,,,,,,,,,,,L000534,,,,,407019,,,,5856,Thomas Lynch (congressman)
Magner,Thomas,1860-03-08,M,rep,NY,Democrat,,,,,,,,,,,M000051,,,,,407079,,,,5911,Thomas F. Magner
Marshall,James,1844-03-31,M,rep,VA,Democrat,,,,,,,,,,,M000156,,,,,407178,,,,6002,
Martin,Augustus,1847-03-23,M,rep,IN,Democrat,,,,,,,,,,,M000167,,,,,407189,,,,6013,Augustus N. Martin
Martin,John,1833-11-12,M,sen,KS,Democrat,,,,,,,,,,,M000185,,,,,407206,,,,6027,
Marvin,Francis,1828-03-08,,rep,NY,Republican,,,,,,,,,,,M000209,,,,,407228,,,,6047,Francis Marvin
McDannold,John,1851-08-29,M,rep,IL,Democrat,,,,,,,,,,,M000401,,,,,407402,,,,6210,John James McDannold
McDowell,Alexander,1845-03-04,M,rep,PA,Republican,,,,,,,,,,,M000417,,,,,407417,,,,6223,Alexander McDowell
McEttrick,Michael,1848-06-22,M,rep,MA,Ind. Democrat,,,,,,,,,,,M000430,,,,,407430,,,,6236,Michael J. McEttrick
McKaig,William,1845-07-29,M,rep,MD,Democrat,,,,,,,,,,,M000488,,,,,407483,,,,6283,William McMahon McKaig
McKeighan,William,1842-01-19,M,rep,NE,Populist,,,,,,,,,,,M000498,,,,,407493,,,,6292,William A. McKeighan
McNagny,William,1850-04-19,M,rep,IN,Democrat,,,,,,,,,,,M000580,,,,,407571,,,,6364,William F. McNagny
Mitchell,John,1842-10-19,M,sen,WI,Democrat,,,,,,,,,,,M000821,,,,,407796,,,,6568,John L. Mitchell
Montgomery,Alexander,1837-12-11,M,rep,KY,Democrat,,,,,,,,,,,M000863,,,,,407836,,,,6600,Alexander B. Montgomery
Moon,John,1836-01-18,M,rep,MI,Republican,,,,,,,,,,,M000885,,,,,407857,,,,6619,John W. Moon
Moore,Horace,1837-02-25,,rep,KS,Democrat,,,,,,,,,,,M000901,,,,,407873,,,,6635,Horace Ladd Moore
Murphy,Edward,1836-12-15,M,sen,NY,Democrat,,,,,,,,,,,M001090,,,,,408054,,,,6806,
Mutchler,William,1831-12-21,M,rep,PA,Democrat,,,,,,,,,,,M001125,,,,,408087,,,,6834,William Mutchler
O'Ferrall,Charles,1840-10-21,M,rep,VA,Democrat,,,,,,,,,,,O000040,,,,,408284,,,,7028,
O'Neil,Joseph,1853-03-23,M,rep,MA,Democrat,,,,,,,,,,,O000092,,,,,408301,,,,7075,Joseph H. O'Neil
O'Neill,Charles,1821-03-21,M,rep,PA,Republican,,,,,,,,,,,O000093,,,,,408302,,,,7076,Charles O'Neill (Pennsylvania politician)
O'Neill,John,1846-06-25,M,rep,MO,Democrat,,,,,,,,,,,O000097,,,,,408306,,,,7080,John Joseph O'Neill (U.S. politician)
Oates,William,1835-11-30,M,rep,AL,Democrat,,,,,,,,,,,O000005,,,,,408317,,,,6996,William C. Oates
Outhwaite,Joseph,1841-12-05,M,rep,OH,Democrat,,,,,,,,,,,O000136,,,,,408388,,,,7116,Joseph H. Outhwaite
Page,Charles,1843-07-19,M,rep,RI,Democrat,,,,,,,,,,,P000015,,,,,408426,,,,7153,Charles H. Page
Paschal,Thomas,1845-12-15,M,rep,TX,Democrat,,,,,,,,,,,P000094,,,,,408504,,,,7226,Thomas M. Paschal
Pasco,Samuel,1834-06-28,M,sen,FL,Democrat,,,,,,,,,,,P000095,,,,,408505,,,,7227,Samuel Pasco
Pearson,Albert,1846-05-20,M,rep,OH,Democrat,,,,,,,,,,,P000164,,,,,408569,,,,7285,Albert J. Pearson
Pence,Lafayette,1857-12-23,,rep,CO,Populist,,,,,,,,,,,P000199,,,,,408602,,,,7315,Lafe Pence
Pendleton,John,1851-07-04,M,rep,WV,Democrat,,,,,,,,,,,P000205,,,,,408608,,,,7321,John O. Pendleton
Pigott,James,1852-09-11,M,rep,CT,Democrat,,,,,,,,,,,P000344,,,,,408741,,,,7446,James P. Pigott
Randall,Charles,1824-02-20,M,rep,MA,Republican,,,,,,,,,,,R000037,,,,,409018,,,,7713,Charles S. Randall
Reilly,James,1845-08-12,M,rep,PA,Democrat,,,,,,,,,,,R000153,,,,,409130,,,,7814,James Bernard Reilly
Richards,James,1845-03-22,M,rep,OH,Democrat,,,,,,,,,,,R000213,,,,,409189,,,,7868,James A. D. Richards
Richardson,George,1850-07-01,M,rep,MI,Democrat,,,,,,,,,,,R000220,,,,,409196,,,,7875,George F. Richardson
Ritchie,Byron,1853-01-29,,rep,OH,Democrat,,,,,,,,,,,R000272,,,,,409246,,,,7918,Byron F. Ritchie
Roach,William,1840-09-25,M,sen,ND,Democrat,,,,,,,,,,,R000290,,,,,409263,,,,7934,William N. Roach
Ryan,William,1840-03-08,M,rep,NY,Democrat,,,,,,,,,,,R000561,,,,,409517,,,,8159,William Ryan (53rd Congress)
Schermerhorn,Simon,1827-09-25,,rep,NY,Democrat,,,,,,,,,,,S000123,,,,,409631,,,,8262,Simon J. Schermerhorn
Shaw,George,1854-03-12,M,rep,WI,Republican,,,,,,,,,,,S000305,,,,,409803,,,,8416,George B. Shaw
Shell,George,1831-11-13,M,rep,SC,Democrat,,,,,,,,,,,S000324,,,,,409821,,,,8434,George W. Shell
Sherman,John,1823-05-10,M,sen,OH,Republican,,,,,,,,,,,S000346,,,,,409842,,,,8454,
Sickles,Daniel,1819-10-20,M,rep,NY,Democrat,,,,,,,,,,,S000402,,,,,409896,,,,8503,
Sipe,William,1844-07-01,M,rep,PA,Democrat,,,,,,,,,,,S000451,,,,,409944,,,,8547,William Allen Sipe
Smith,James,1851-06-12,M,sen,NJ,Democrat,,,,,,,,,,,S000561,,,,,410043,,,,8641,"James Smith, Jr."
Snodgrass,Henry,1848-03-29,M,rep,TN,Democrat,,,,,,,,,,,S000655,,,,,410129,,,,8724,Henry C. Snodgrass
Somers,Peter,1850-04-12,M,rep,WI,Democrat,,,,,,,,,,,S000677,,,,,410149,,,,8740,Peter J. Somers
Sperry,Lewis,1848-01-23,M,rep,CT,Democrat,,,,,,,,,,,S000732,,,,,410201,,,,8792,Lewis Sperry
Springer,William,1836-05-30,M,rep,IL,Democrat,,,,,,,,,,,S000757,,,,,410224,,,,8815,William McKendree Springer
Stevens,Moses,1825-10-10,M,rep,MA,Democrat,,,,,,,,,,,S000884,,,,,410346,,,,8914,Moses T. Stevens
Stockbridge,Francis,1826-04-09,,sen,MI,Republican,,,,,,,,,,,S000932,,,,,410391,,,,8957,Francis B. Stockbridge
Stockdale,Thomas,1828-03-28,M,rep,MS,Democrat,,,,,,,,,,,S000934,,,,,410393,,,,8959,T. R. Stockdale
Stone,William,1841-06-26,M,rep,KY,Democrat,,,,,,,,,,,S000969,,,,,410428,,,,8990,
Storer,Bellamy,1847-08-28,,rep,OH,Republican,,,,,,,,,,,S000970,,,,,410430,,,,8992,Bellamy Storer (1847–1922)
Straus,Isidor,1845-02-06,,rep,NY,Democrat,,,,,,,,,,,S001000,,,,,410458,,,,9020,Isidor Straus
Sweet,Willis,1856-01-01,,rep,ID,Republican,,,,,,,,,,,S001110,,,,,410562,,,,9120,Willis Sweet
Taylor,Alfred,1848-08-06,M,rep,TN,Republican,,,,,,,,,,,T000064,,,,,410650,,,,9198,
Taylor,Arthur,1852-02-29,M,rep,IN,Democrat,,,,,,,,,,,T000065,,,,,410651,,,,9199,Arthur H. Taylor
Tracey,Charles,1847-05-27,M,rep,NY,Democrat,,,,,,,,,,,T000341,,,,,410912,,,,9445,Charles Tracey
Turpie,David,1828-07-08,M,sen,IN,Democrat,,,,,,,,,,,T000432,,,,,411000,,,,9526,
Turpin,Louis,1849-02-22,M,rep,AL,Democrat,,,,,,,,,,,T000434,,,,,411002,,,,9528,Louis Washington Turpin
Van Voorhis,John,1826-10-22,M,rep,NY,Republican,,,,,,,,,,,V000063,,,,,411105,,,,9639,John Van Voorhis
Warner,John,1851-10-30,M,rep,NY,Democrat,,,,,,,,,,,W000153,,,,,411327,,,,9832,John De Witt Warner
Waugh,Daniel,1842-03-07,M,rep,IN,Republican,,,,,,,,,,,W000214,,,,,411383,,,,9884,Daniel W. Waugh
Weadock,Thomas,1850-01-01,M,rep,MI,Democrat,,,,,,,,,,,W000219,,,,,411387,,,,9888,Thomas A. E. Weadock
Wells,Owen,1844-02-04,,rep,WI,Democrat,,,,,,,,,,,W000286,,,,,411451,,,,9946,Owen A. Wells
Wever,John,1847-02-24,M,rep,NY,Republican,,,,,,,,,,,W000313,,,,,411477,,,,9971,John M. Wever
Wheeler,Hamilton,1848-08-05,,rep,IL,Republican,,,,,,,,,,,W000335,,,,,411497,,,,9989,Hamilton K. Wheeler
White,Stephen,1853-01-19,M,sen,CA,Democrat,,,,,,,,,,,W000394,,,,,411554,,,,10045,
White,William,1850-10-07,M,rep,OH,Republican,,,,,,,,,,,W000398,,,,,411558,,,,10049,William J. White
Whiting,Justin,1847-02-18,,rep,MI,Democrat,,,,,,,,,,,W000415,,,,,411574,,,,10064,Justin Rice Whiting
Wilson,William,1843-05-03,M,rep,WV,Democrat,,,,,,,,,,,W000623,,,,,411777,,,,10262,William Lyne Wilson
Wise,George,1831-06-04,M,rep,VA,Democrat,,,,,,,,,,,W000648,,,,,411802,,,,10285,George D. Wise
Wolverton,Simon,1837-01-28,,rep,PA,Democrat,,,,,,,,,,,W000685,,,,,411837,,,,10316,Simon Peter Wolverton
Wright,Myron,1847-06-12,,rep,PA,Republican,,,,,,,,,,,W000767,,,,,411916,,,,10395,Myron Benjamin Wright
Blanchard,Newton,1849-01-29,,sen,LA,Democrat,,,,,,,,,,,B000541,,,,,401516,,,,781,Newton C. Blanchard
Jarvis,Thomas,1836-01-18,M,sen,NC,Democrat,,,,,,,,,,,J000063,,,,,405968,,,,4897,
Patton,John,1850-10-30,M,sen,MI,Republican,,,,,,,,,,,P000141,,,,,408547,,,,7263,"John Patton, Jr."
Walsh,Patrick,1840-01-01,M,sen,GA,Democrat,,,,,,,,,,,W000103,,,,,411281,,,,9787,Patrick Walsh (Southern U.S. politician)
Abbott,Jo,1840-01-15,,rep,TX,Democrat,,,,,,,,,,,A000005,,,,,400667,,,,4,Joseph Abbott (Texas politician)
Aitken,David,1853-09-05,M,rep,MI,Republican,,,,,,,,,,,A000068,,,,,400728,,,,58,David D. Aitken
Aldrich,James,1853-04-06,M,rep,IL,Republican,,,,,,,,,,,A000082,,,,,400741,,,,70,J. Frank Aldrich
Aldrich,Truman,1848-10-17,,rep,AL,Republican,,,,,,,,,,,A000085,,,,,400744,,,,73,
Allen,Clarence,1852-09-08,,rep,UT,Republican,,,,,,,,,,,A000117,,,,,400774,,,,103,Clarence Emir Allen
Anderson,William,1853-07-10,M,rep,TN,Republican,,,,,,,,,,,A000238,,,,,400866,,,,187,
Apsley,Lewis,1852-09-29,M,rep,MA,Republican,,,,,,,,,,,A000271,,,,,400910,,,,221,Lewis D. Apsley
Arnold,Warren,1839-06-03,M,rep,RI,Republican,,,,,,,,,,,A000298,,,,,400940,,,,250,Warren O. Arnold
Atwood,Harrison,1863-08-26,,rep,MA,Republican,,,,,,,,,,,A000336,,,,,400985,,,,290,Harrison Henry Atwood
Avery,John,1824-02-29,M,rep,MI,Republican,,,,,,,,,,,A000346,,,,,400996,,,,300,John Avery (politician)
Baker,Henry,1841-01-11,M,rep,NH,Republican,,,,,,,,,,,B000061,,,,,401065,,,,363,Henry Moore Baker
Baker,Lucien,1846-06-08,,sen,KS,Republican,,,,,,,,,,,B000070,,,,,401073,,,,369,Lucien Baker
Baker,William,1831-04-29,M,rep,KS,Populist,,,,,,,,,,,B000075,,,,,401078,,,,373,William Baker (Kansas politician)
Bartlett,Franklin,1847-09-10,M,rep,NY,Democrat,,,,,,,,,,,B000202,,,,,401201,,,,487,Franklin Bartlett
Bell,Charles,1853-04-18,M,rep,TX,Democrat,,,,,,,,,,,B000333,,,,,401325,,,,599,Charles K. Bell
Black,Frank,1853-03-08,M,rep,NY,Republican,,,,,,,,,,,B000496,,,,,401476,,,,740,Frank S. Black
Black,James,1842-05-09,M,rep,GA,Democrat,,,,,,,,,,,B000502,,,,,401482,,,,746,
Blue,Richard,1841-09-08,M,rep,KS,Republican,,,,,,,,,,,B000573,,,,,401546,,,,809,Richard W. Blue
Boatner,Charles,1849-01-23,M,rep,LA,Democrat,,,,,,,,,,,B000580,,,,,401551,,,,813,Charles J. Boatner
Bowers,William,1834-10-20,M,rep,CA,Republican,,,,,,,,,,,B000692,,,,,401654,,,,906,William W. Bowers
Brown,Foster,1852-12-24,,rep,TN,Republican,,,,,,,,,,,B000915,,,,,401871,,,,1108,Foster V. Brown
